Course Name,Company Offering,Skills Gained,Ratings,Number of Ratings
Meta Database Engineer,Meta,"SQL, Databases, Statistical Programming, Python Programming, Database Design, Programming Principles, Algorithms, Computer Science, Big Data, Software Testing, Application Development, Collaboration, Communication, Computer Programming, Data Analysis, Data Management, Data Model, Data Structures, Data Warehousing, Database Administration, Database Application, Database Theory, Django (Web Framework), Javascript, Leadership and Management, Linux, Problem Solving, Project Management, Software Engineering, Software Engineering Tools, Tableau Software, Tensorflow, Web Development",4.6,2000
SAP Technology Consultant,SAP,"Leadership and Management, Strategy and Operations, Cloud-Based Integration, Business Analysis, Business Transformation, Business Process Management, Cloud Applications, Strategy, Customer Analysis, Planning, Product Management, Project Management, Business Intelligence, Software As A Service, Supply Chain and Logistics, Cloud Standards, Cloud Computing, Network Architecture, Software Architecture, System Software, Communication",4.7,663
AnÃ¡lisis de Datos de Google,Google,"Data Analysis, Data Management, Databases, Exploratory Data Analysis, Data Visualization, SQL, Business Analysis, Microsoft Excel, Process Analysis, Statistical Programming, Data Structures, Extract, Transform, Load, Spreadsheet Software, Communication, Operational Analysis, Computer Programming, Problem Solving, Strategy, Visualization (Computer Graphics), Database Theory, Organizational Development, People Analysis, Tableau Software, Data Analysis Software, Plot (Graphics), Programming Principles, R Programming, Strategy and Operations, Research and Design, Business Communication, Computer Programming Tools, Computer Graphics, Security Engineering, System Security",4.8,1000
Microsoft 365 Fundamentals,Microsoft,"Visual Design, Communication, Microsoft Excel, Data Visualization, Interactive Data Visualization, Spreadsheet Software, Computer Graphics, Critical Thinking, Data Analysis, Visualization (Computer Graphics), Business Communication, Collaboration, Data Model, Computer Graphic Techniques, Research and Design, Statistical Visualization, User Experience Design, Writing, Data Analysis Software, Graphic Design, Operational Analysis, Databases, Marketing Design, Product Design, Leadership and Management",4.7,1000
IBM Machine Learning,IBM,"Machine Learning, Machine Learning Algorithms, Human Learning, Statistical Machine Learning, Data Analysis, Probability & Statistics, Applied Machine Learning, Algorithms, Forecasting, Statistical Analysis, Regression, Deep Learning, General Statistics, Python Programming, Machine Learning Software, Artificial Neural Networks, Exploratory Data Analysis, Feature Engineering, Dimensionality Reduction, Statistical Tests, Reinforcement Learning, Data Model, Computational Thinking, Data Structures, Network Model",4.6,2000
HRCI Human Resource Associate,HRCI,"Benefits, Compensation, Employee Relations, Mergers & Acquisitions, Performance Management, Recruitment, Risk Management, Training",4.8,699
Microsoft Cybersecurity Analyst,Microsoft,"Cloud Computing, Computer Architecture, Data Management, Leadership and Management, Microsoft Azure, Network Security, Operating Systems, System Security",4.7,957
Advanced Learning Algorithms,DeepLearning.AI,"Applied Machine Learning, Machine Learning, Machine Learning Algorithms, Algorithms, Artificial Neural Networks, Deep Learning, Network Model, Tensorflow, Machine Learning Software, Human Learning",4.9,9000
IBM Introduction to Machine Learning,IBM,"Machine Learning, Machine Learning Algorithms, Algorithms, Statistical Machine Learning, Human Learning, Probability & Statistics, Applied Machine Learning, Data Analysis, Regression, General Statistics, Python Programming, Feature Engineering, Machine Learning Software, Exploratory Data Analysis, Dimensionality Reduction, Statistical Analysis, Data Model, Statistical Tests, Computational Thinking, Data Structures",4.6,1000
Workday Basics Series,Workday,,4.9,43
IBM Product Manager,IBM,"Software Engineering, Agile Software Development, Scrum (Software Development), Communication, Leadership Development, Leadership and Management, Product Development, Product Lifecycle, Product Management, Product Strategy",4.8,7000
Neural Networks and Deep Learning,DeepLearning.AI,"Artificial Neural Networks, Deep Learning, Machine Learning, Machine Learning Algorithms, Python Programming, Computer Programming, Network Architecture, Network Model, Calculus, Human Learning, Regression, Mathematics",4.9,121000
GestiÃ³n de Proyectos de Google,Google,"Leadership and Management, Project Management, Strategy and Operations, Organizational Development, Planning, Strategy, Collaboration, Communication, Adaptability, Change Management, Critical Thinking, Media Strategy & Planning, Process Analysis, Probability & Statistics, Risk Management, Scrum (Software Development), Agile Software Development, Budget Management, Continuous Integration, Data Analysis, People Analysis, Product Management, Search Engine Optimization, Business Communication, Persona Research, Product Development, Software Engineering, Supply Chain and Logistics",4.9,2000
"JavaScript Programming with React, Node & MongoDB",IBM,"Javascript, Web Development, Computer Programming, Computer Science, Front-End Web Development, NoSQL, React (web framework)",4.4,642
Indigenous Canada,University of Alberta,Critical Thinking,4.8,22000
Business Analytics,University of Pennsylvania,"Data Analysis, Business Analysis, Probability & Statistics, Statistical Analysis, Leadership and Management, Basic Descriptive Statistics, Exploratory Data Analysis, Financial Analysis, Forecasting, Data Model, Mathematics, Performance Management, Strategy, Accounting, Customer Analysis, Human Resources, Human Resources Operations, Market Analysis, Market Research, Marketing, Mathematical Theory & Analysis, Operations Management, Operations Research, Organizational Development, People Analysis, People Management, Spreadsheet Software, Talent Management, Financial Accounting, People Development, Collaboration, Finance, Regulations and Compliance",4.6,18000
Graphic Design,California Institute of the Arts,"Graphic Design, Design and Product, Communication, Computer Graphic Techniques, Computer Graphics, Creativity, Graph Theory, Visualization (Computer Graphics), Geometry, Interactive Design",4.7,20000
The Bits and Bytes of Computer Networking,Google,"Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Analysis, Critical Thinking, Problem Solving, Computer Architecture, Human Computer Interaction, Network Security, Cloud Computing",4.7,47000
Excel Skills for Business,Macquarie University,"Spreadsheet Software, Business Analysis, Microsoft Excel, Data Analysis, Plot (Graphics), Data Visualization, Data Model, Databases, Finance, Leadership and Management",4.9,60000
Ciberseguridad de Google,Google,"Computer Programming, Databases, Linux, Python Programming, SQL",4.9,2000
Preparing for Google Cloud Certification: Cloud Architect,Google Cloud,"Google Cloud Platform, Cloud Computing, Cloud Engineering, Cloud Applications, Cloud Platforms, Cloud Management, Computer Architecture, Cloud Infrastructure, Critical Thinking, Billing & Invoicing, Cloud Storage, Cloud-Based Integration, Computer Networking, Google App Engine, Kubernetes, Devops Tools, Network Architecture, Computer Programming, Computer Security Models, Leadership and Management, Operational Analysis",4.7,58000
Connect and Protect: Networks and Network Security,Google,"Network Security, Cloud Computing, Network Architecture",4.8,2000
Preparing for Google Cloud Certification: Cloud Engineer,Google Cloud,"Cloud Computing, Google Cloud Platform, Cloud Platforms, Computer Architecture, Cloud Applications, Cloud Engineering, Cloud Storage, Computer Networking, Cloud Management, Google App Engine, Kubernetes, Cloud Infrastructure, Cloud-Based Integration, Computer Programming, Network Architecture, Billing & Invoicing, Data Analysis, Web Development, Leadership and Management",4.7,58000
"Python for Data Science, AI & Development",IBM,"Python Programming, Computer Programming, Data Analysis",4.6,35000
Prepare Data for Exploration,Google,"Data Management, Data Analysis, Databases, Microsoft Excel, SQL, Spreadsheet Software",4.8,19000
Google Marketing Digital e E-Commerce,Google,"E-Commerce, Marketing, Search Engine Optimization, Strategy",4.8,8000
Architecting with Google Compute Engine,Google Cloud,"Cloud Applications, Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Platforms, Cloud-Based Integration, Computer Networking, Computer Programming, Google Cloud Platform, Network Architecture, Cloud Storage, Google App Engine, Leadership and Management, Kubernetes",4.7,57000
Project Planning: Putting It All Together,Google,"Project Management, Strategy and Operations, Leadership and Management, Entrepreneurship, Finance, Planning, Supply Chain and Logistics, Budget Management, Communication, Risk Management, Procurement",4.8,12000
Tableau Business Intelligence Analyst,Tableau Learning Partner,"Business Analysis, Data Analysis, Data Architecture, Data Management, Data Visualization, Interactive Data Visualization, Leadership and Management, Project Management, Tableau Software",4.7,305
What is Data Science?,IBM,"Big Data, Data Analysis, Data Mining, Data Science, Deep Learning, Machine Learning, Regression, Writing",4.7,68000
AWS Cloud Technology Consultant,Amazon Web Services,"Amazon Web Services, Cloud API, Cloud Computing, Cloud Infrastructure, Cloud Storage, Continuous Integration, Customer Support, Data Analysis, Data Architecture, DevOps, Information Technology, Leadership and Management, Project Management, Python Programming, Software Architecture, Software Testing, Strategy, Web Development",4.8,9000
